0,06533333333333284
-0,1650000000000008
-0,2230000000000004
-0,2230000000000003
-0,22600000000000076
-0,19000000000000086
-0,23200000000000018
-0,27099999999999963
-0,2529999999999999
-0,21100000000000094
-0,25599999999999973
-0,21400000000000077
-0,21400000000000083
-0,2290000000000003
-0,22600000000000062
-0,23200000000000046
-0,2559999999999999
-0,26199999999999934
-0,2439999999999999
-0,2919999999999991
-0,2619999999999997
-0,21100000000000074
-0,2500000000000004
-0,21100000000000085
-0,18100000000000072
0,30799999999999983
-0,1340000000000006
-0,2200000000000006
-0,2829999999999995
-0,24400000000000033
-0,27399999999999936
-0,22300000000000067
-0,22900000000000015
-0,2230000000000006
-0,19900000000000087
-0,25899999999999995
-0,19600000000000078
-0,05500000000000047
-0,16600000000000087
-0,21100000000000085
-0,18700000000000067
-0,2080000000000007
-0,20800000000000068
-0,19900000000000087
-0,24400000000000063
-0,19900000000000087
-0,27699999999999936
-0,2440000000000002
-0,2050000000000009
-0,20200000000000076
-0,25900000000000045
-0,20800000000000085
-0,20200000000000085
-0,18400000000000072
-0,19600000000000084
-0,1840000000000008
-0,18700000000000078
-0,21700000000000094
-0,21400000000000077
-0,19000000000000092
-0,19300000000000075
-0,21633333333333402
-0,1540000000000008
-0,1960000000000009
-0,24100000000000021
-0,19300000000000095
-0,18100000000000077
-0,1303333333333341
-0,17800000000000085
-0,22600000000000064
-0,16000000000000084
-0,1990000000000009
-0,20200000000000093
-0,032000000000000715
-0,19000000000000086
-0,15100000000000086
-0,28899999999999987
-0,16600000000000092
-0,18700000000000092
-0,18400000000000083
0,2939999999999999
-0,16300000000000087
-0,16900000000000082
-0,15400000000000072
-0,16000000000000092
-0,1960000000000008
-0,17800000000000074
-0,2350000000000005
-0,1900000000000006
-0,1810000000000007
-0,19000000000000056
-0,20500000000000068
-0,20200000000000082
0,17666666666666642
-0,25299999999999995
-0,20800000000000077
-0,21100000000000074
-0,18100000000000088
-0,17800000000000074
-0,14800000000000083
-0,18100000000000085
-0,18100000000000066
-0,15700000000000083
-0,2709999999999996
-0,15700000000000075
-0,1510000000000008
-0,18700000000000075
-0,16600000000000076
-0,1540000000000009
-0,20800000000000074
-0,16900000000000104
-0,15700000000000075
-0,1390000000000007
-0,16600000000000095
-0,20800000000000082
-0,1600000000000007
-0,16000000000000092
-0,19900000000000073
-0,16000000000000078
-0,17200000000000076
-0,18100000000000072
-0,15700000000000083
-0,19900000000000082
-0,2230000000000004
-0,16600000000000095
-0,15400000000000075
-0,1720000000000009
-0,18100000000000072
-0,14800000000000077
-0,16600000000000067
-0,16900000000000082
-0,16300000000000076
-0,13600000000000068
-0,14200000000000068
-0,1780000000000008
-0,17200000000000082
-0,14800000000000083
-0,1360000000000007
-0,15400000000000083
-0,19300000000000067
-0,19000000000000075
-0,18100000000000072
-0,1720000000000009
-0,16000000000000097
-0,14800000000000063
-0,23200000000000026
-0,14200000000000063
-0,13900000000000076
-0,17800000000000096
0,19533333333333314
-0,1420000000000008
-0,19900000000000065
-0,1690000000000009
-0,13600000000000068
-0,16000000000000086
-0,15700000000000058
-0,15400000000000083
-0,14500000000000074
-0,14800000000000077
-0,14200000000000088
-0,15400000000000072
-0,16900000000000073
-0,1750000000000008
-0,1360000000000008
-0,12100000000000063
-0,13600000000000068
-0,14200000000000074
